timestamp,First Name,Last Name,Email address,"1. Next eruption, rhyolitic magma - 5%ile (0;100) [%]","1. Next eruption, rhyolitic magma - 50%ile (0;100) [%]","1. Next eruption, rhyolitic magma - 95%ile (0;100) [%]","2. Next eruption, andesitic magma - 5%ile (0;100) [%]","2. Next eruption, andesitic magma - 50%ile (0;100) [%]","2. Next eruption, andesitic magma - 95%ile (0;100) [%]","3. Next eruption, rhyolitic magma, SubPlinian eruption - 5%ile (0;100) [%]","3. Next eruption, rhyolitic magma, SubPlinian eruption - 50%ile (0;100) [%]","3. Next eruption, rhyolitic magma, SubPlinian eruption - 95%ile (0;100) [%]","4. Next eruption, rhyolitic magma, Plinian eruption - 5%ile (0;100) [%]","4. Next eruption, rhyolitic magma, Plinian eruption - 50%ile (0;100) [%]","4. Next eruption, rhyolitic magma, Plinian eruption - 95%ile (0;100) [%]","5. Next eruption, rhyolitic magma, other eruption type - 5%ile (0;100) [%]","5. Next eruption, rhyolitic magma, other eruption type - 50%ile (0;100) [%]","5. Next eruption, rhyolitic magma, other eruption type - 95%ile (0;100) [%]","6. Next eruption, andesitic magma, Hydrovolcanic/Continuos ash emission eruption - 5%ile (0;100) [%]","6. Next eruption, andesitic magma, Hydrovolcanic/Continuos ash emission eruption - 50%ile (0;100) [%]","6. Next eruption, andesitic magma, Hydrovolcanic/Continuos ash emission eruption - 95%ile (0;100) [%]","7. Next eruption, andesitic magma, Violent Strombolian eruption - 5%ile (0;100) [%]","7. Next eruption, andesitic magma, Violent Strombolian eruption - 50%ile (0;100) [%]","7. Next eruption, andesitic magma, Violent Strombolian eruption - 95%ile (0;100) [%]","8. Next eruption, andesitic magma, SubPlinian eruption - 5%ile (0;100) [%]","8. Next eruption, andesitic magma, SubPlinian eruption - 50%ile (0;100) [%]","8. Next eruption, andesitic magma, SubPlinian eruption - 95%ile (0;100) [%]","9. Next eruption, andesitic magma, Plinian eruption - 5%ile (0;100) [%]","9. Next eruption, andesitic magma, Plinian eruption - 50%ile (0;100) [%]","9. Next eruption, andesitic magma, Plinian eruption - 95%ile (0;100) [%]","10. Next eruption, andesitic magma, other eruption type - 5%ile (0;100) [%]","10. Next eruption, andesitic magma, other eruption type - 50%ile (0;100) [%]","10. Next eruption, andesitic magma, other eruption type - 95%ile (0;100) [%]","11. Next 100 years, rhyolitic magma - 5%ile (0;100) [%]","11. Next 100 years, rhyolitic magma - 50%ile (0;100) [%]","11. Next 100 years, rhyolitic magma - 95%ile (0;100) [%]","12. Next 100 years, andesitic magma - 5%ile (0;100) [%]","12. Next 100 years, andesitic magma - 50%ile (0;100) [%]","12. Next 100 years, andesitic magma - 95%ile (0;100) [%]","13. Next 100 years, rhyolitic magma, SubPlinian eruption - 5%ile (0;100) [%]","13. Next 100 years, rhyolitic magma, SubPlinian eruption - 50%ile (0;100) [%]","13. Next 100 years, rhyolitic magma, SubPlinian eruption - 95%ile (0;100) [%]","14. Next 100 years, rhyolitic magma, Plinian eruption - 5%ile (0;100) [%]","14. Next 100 years, rhyolitic magma, Plinian eruption - 50%ile (0;100) [%]","14. Next 100 years, rhyolitic magma, Plinian eruption - 95%ile (0;100) [%]","15. Next 100 years, rhyolitic magma, other eruption type - 5%ile (0;100) [%]","15. Next 100 years, rhyolitic magma, other eruption type - 50%ile (0;100) [%]","15. Next 100 years, rhyolitic magma, other eruption type - 95%ile (0;100) [%]","16. Next 100 years, andesitic magma, Hydrovolcanic/Continuos ash emission eruption - 5%ile (0;100) [%]","16. Next 100 years, andesitic magma, Hydrovolcanic/Continuos ash emission eruption - 50%ile (0;100) [%]","16. Next 100 years, andesitic magma, Hydrovolcanic/Continuos ash emission eruption - 95%ile (0;100) [%]","17. Next 100 years, andesitic magma, Violent Strombolian eruption - 5%ile (0;100) [%]","17. Next 100 years, andesitic magma, Violent Strombolian eruption - 50%ile (0;100) [%]","17. Next 100 years, andesitic magma, Violent Strombolian eruption - 95%ile (0;100) [%]","18. Next 100 years, andesitic magma, SubPlinian eruption - 5%ile (0;100) [%]","18. Next 100 years, andesitic magma, SubPlinian eruption - 50%ile (0;100) [%]","18. Next 100 years, andesitic magma, SubPlinian eruption - 95%ile (0;100) [%]","19. Next 100 years, andesitic magma, Plinian eruption - 5%ile (0;100) [%]","19. Next 100 years, andesitic magma, Plinian eruption - 50%ile (0;100) [%]","19. Next 100 years, andesitic magma, Plinian eruption - 95%ile (0;100) [%]","20. Next 100 years, andesitic magma, other eruption type - 5%ile (0;100) [%]","20. Next 100 years, andesitic magma, other eruption type - 50%ile (0;100) [%]","20. Next 100 years, andesitic magma, other eruption type - 95%ile (0;100) [%]","21. SubPlinian rhyolitic, duration - 5%ile (0;inf) [minutes]","21. SubPlinian rhyolitic, duration - 50%ile (0;inf) [minutes]","21. SubPlinian rhyolitic, duration - 95%ile (0;inf) [minutes]","22. SubPlinian rhyolitic, total mass fallout - 5%ile (0;inf) [kg]","22. SubPlinian rhyolitic, total mass fallout - 50%ile (0;inf) [kg]","22. SubPlinian rhyolitic, total mass fallout - 95%ile (0;inf) [kg]","23. SubPlinian rhyolitic, average plume height - 5%ile (0;inf) [m]","23. SubPlinian rhyolitic, average plume height - 50%ile (0;inf) [m]","23. SubPlinian rhyolitic, average plume height - 95%ile (0;inf) [m]","24. Plinian rhyolitic, duration - 5%ile (0;inf) [minutes]","24. Plinian rhyolitic, duration - 50%ile (0;inf) [minutes]","24. Plinian rhyolitic, duration - 95%ile (0;inf) [minutes]","25. Plinian rhyolitic, total mass fallout - 5%ile (0;inf) [kg]","25. Plinian rhyolitic, total mass fallout - 50%ile (0;inf) [kg]","25. Plinian rhyolitic, total mass fallout - 95%ile (0;inf) [kg]","26. Plinian rhyolitic, average plume height - 5%ile (0;inf) [m]","26. Plinian rhyolitic, average plume height - 50%ile (0;inf) [m]","26. Plinian rhyolitic, average plume height - 95%ile (0;inf) [m]","27. Hydrovolcanic/Continuos ash emission andesitic, duration - 5%ile (0;inf) [minutes]","27. Hydrovolcanic/Continuos ash emission andesitic, duration - 50%ile (0;inf) [minutes]","27. Hydrovolcanic/Continuos ash emission andesitic, duration - 95%ile (0;inf) [minutes]","28. Hydrovolcanic/Continuos ash emission andesitic, total mass fallout - 5%ile (0;inf) [kg]","28. Hydrovolcanic/Continuos ash emission andesitic, total mass fallout - 50%ile (0;inf) [kg]","28. Hydrovolcanic/Continuos ash emission andesitic, total mass fallout - 95%ile (0;inf) [kg]","29. Hydrovolcanic/Continuos ash emission andesitic, average plume height - 5%ile (0;inf) [m]","29. Hydrovolcanic/Continuos ash emission andesitic, average plume height - 50%ile (0;inf) [m]","29. Hydrovolcanic/Continuos ash emission andesitic, average plume height - 95%ile (0;inf) [m]","30. Violent Strombolian andesitic, duration - 5%ile (0;inf) [minutes]","30. Violent Strombolian andesitic, duration - 50%ile (0;inf) [minutes]","30. Violent Strombolian andesitic, duration - 95%ile (0;inf) [minutes]","31. Violent Strombolian andesitic, total mass fallout - 5%ile (0;inf) [kg]","31. Violent Strombolian andesitic, total mass fallout - 50%ile (0;inf) [kg]","31. Violent Strombolian andesitic, total mass fallout - 95%ile (0;inf) [kg]","32. Violent Strombolian andesitic, average plume height - 5%ile (0;inf) [m]","32. Violent Strombolian andesitic, average plume height - 50%ile (0;inf) [m]","32. Violent Strombolian andesitic, average plume height - 95%ile (0;inf) [m]","33. SubPlinian andesitic, duration - 5%ile (0;inf) [minutes]","33. SubPlinian andesitic, duration - 50%ile (0;inf) [minutes]","33. SubPlinian andesitic, duration - 95%ile (0;inf) [minutes]","34. SubPlinian andesitic, total mass fallout - 5%ile (0;inf) [kg]","34. SubPlinian andesitic, total mass fallout - 50%ile (0;inf) [kg]","34. SubPlinian andesitic, total mass fallout - 95%ile (0;inf) [kg]","35. SubPlinian andesitic, average plume height - 5%ile (0;inf) [m]","35. SubPlinian andesitic, average plume height - 50%ile (0;inf) [m]","35. SubPlinian andesitic, average plume height - 95%ile (0;inf) [m]","36. Plinian andesitic, duration - 5%ile (0;inf) [minutes]","36. Plinian andesitic, duration - 50%ile (0;inf) [minutes]","36. Plinian andesitic, duration - 95%ile (0;inf) [minutes]","37. Plinian andesitic, total mass fallout - 5%ile (0;inf) [kg]","37. Plinian andesitic, total mass fallout - 50%ile (0;inf) [kg]","37. Plinian andesitic, total mass fallout - 95%ile (0;inf) [kg]","38. Plinian andesitic, average plume height - 5%ile (0;inf) [m]","38. Plinian andesitic, average plume height - 50%ile (0;inf) [m]","38. Plinian andesitic, average plume height - 95%ile (0;inf) [m]"
2023-03-19-16-54-28,Regina,Lothran,ReginaLothran@rhyta.com,2.5,22.5,50.0,33.0,77.5,95.0,20.0,50.0,90.0,5.0,15.0,45.0,5.0,35.0,65.0,20.0,46.0,80.0,10.0,31.0,60.0,2.0,11.0,40.0,0.5,6.0,10.0,1.0,6.0,20.0,5.0,33.0,66.0,66.0,90.0,98.0,40.0,75.0,95.0,33.0,60.0,90.0,2.5,15.0,33.0,66.0,90.0,99.0,10.0,40.0,75.0,0.5,3.0,20.0,0.25,1.0,10.0,0.1,1.0,5.0,6.0,18.0,60.0,1000000000.0,20000000000.0,1000000000000.0,7500.0,10000.0,17500.0,19.8,60.0,150.0,20000000000.0,500000000000.0,300000000000000.0,12000.0,16500.0,27500.0,15.0,120.0,6000.0,20000000.0,500000000.0,10000000000.0,800.0,1750.0,2750.0,4.98,15.0,30.0,50000000.0,200000000.0,5000000000.0,6500.0,10000.0,15000.0,7.2,21.0,45.0,5000000000.0,10000000000.0,500000000000.0,6500.0,10000.0,15000.0,19.8,60.0,150.0,10000000000.0,200000000000.0,200000000000000.0,12000.0,15000.0,25000.0
2023-03-19-16-41-30,Daisy,Hayward,DaisyHayward@dayrep.com,5.0,10.0,15.0,85.0,90.0,95.0,40.0,60.0,65.0,20.0,30.0,40.0,5.0,10.0,15.0,30.0,40.0,50.0,20.0,30.0,35.0,15.0,20.0,30.0,1.0,5.0,15.0,1.0,5.0,10.0,10.0,20.0,25.0,75.0,80.0,90.0,65.0,70.0,75.0,20.0,25.0,30.0,1.0,5.0,10.0,40.0,60.0,75.0,15.0,20.0,25.0,10.0,20.0,25.0,1.0,5.0,15.0,1.0,5.0,10.0,120.0,240.0,360.0,100000000000.0,450000000000.0,600000000000.0,21000.0,26000.0,30000.0,360.0,720.0,1080.0,600000000000.0,800000000000.0,3000000000000.0,29000.0,31000.0,36000.0,21600.0,86400.0,172800.0,100000000.0,1000000000.0,2000000000.0,7000.0,11000.0,14000.0,5.0,15.0,25.0,8000000000.0,11000000000.0,15000000000.0,11000.0,14000.0,19000.0,10.0,20.0,30.0,15000000000.0,18000000000.0,30000000000.0,21000.0,25000.0,28000.0,90.0,180.0,300.0,625000000000.0,1000000000000.0,1250000000000.0,28000.0,31000.0,35000.0
2023-03-19-16-16-18,Peony,Grubb,PeonyGrubb@dayrep.com,1.0,20.0,90.0,1.0,80.0,99.0,1.0,20.0,90.0,3.0,20.0,80.0,10.0,60.0,80.0,10.0,12.0,80.0,12.0,28.0,90.0,16.0,32.0,90.0,2.0,8.0,90.0,1.0,20.0,80.0,1.0,10.0,90.0,20.0,80.0,99.0,1.0,10.0,90.0,1.0,10.0,90.0,1.0,30.0,90.0,1.0,40.0,90.0,1.0,50.0,90.0,1.0,70.0,99.0,1.0,40.0,90.0,1.0,40.0,80.0,5.0,20.0,120.0,1.0,30000000.0,100000000.0,800.0,1500.0,12000.0,10.0,15.0,120.0,2.0,112000000.0,1800000000000.0,1000.0,20000.0,40000.0,10.0,60.0,120.0,1.0,1200000000.0,10000000000.0,1000.0,9300.0,10000.0,20.0,60.0,120.0,27000000.0,28000000.0,108000000.0,10000.0,27000.0,30000.0,10.0,30.0,60.0,27000000.0,28000000.0,108000000.0,20000.0,27000.0,29000.0,10.0,30.0,60.0,13500000.0,27000000.0,108000000.0,20000.0,29000.0,30000.0
2023-03-15-19-30-16,Esmeralda,Hayward,EsmeraldaHayward@jourrapide.com,20.0,35.0,60.0,40.0,65.0,90.0,30.0,50.0,80.0,20.0,30.0,70.0,5.0,20.0,60.0,30.0,40.0,80.0,20.0,30.0,70.0,15.0,20.0,50.0,1.0,5.0,50.0,1.0,5.0,50.0,20.0,40.0,70.0,40.0,60.0,90.0,40.0,50.0,90.0,20.0,30.0,70.0,5.0,15.0,60.0,30.0,40.0,90.0,20.0,30.0,70.0,10.0,20.0,60.0,1.0,5.0,50.0,1.0,5.0,50.0,240.0,360.0,450.0,350000000000.0,550000000000.0,800000000000.0,11000.0,14000.0,18000.0,480.0,600.0,840.0,400000000000.0,800000000000.0,1500000000000.0,10000.0,25000.0,30000.0,7200.0,172800.0,259200.0,500000000.0,1200000000.0,3000000000.0,1000.0,5000.0,10000.0,8.0,10.0,15.0,10000000.0,100000000.0,500000000.0,8000.0,13000.0,17000.0,8.0,15.0,19.0,20000000000.0,30000000000.0,40000000000.0,20000.0,22000.0,24000.0,120.0,150.0,450.0,200000000000.0,480000000000.0,2400000000000.0,19000.0,32000.0,34000.0
2023-03-15-19-15-41,Dina,Diggle,DinaDiggle@teleworm.us,5.0,10.0,20.0,70.0,90.0,95.0,50.0,75.0,95.0,10.0,20.0,40.0,3.0,5.0,10.0,20.0,40.0,60.0,25.0,35.0,50.0,5.0,15.0,25.0,3.0,7.0,15.0,2.0,3.0,5.0,10.0,20.0,30.0,60.0,80.0,90.0,20.0,50.0,70.0,20.0,40.0,60.0,5.0,10.0,20.0,10.0,30.0,50.0,15.0,35.0,60.0,10.0,20.0,40.0,5.0,10.0,20.0,3.0,5.0,10.0,180.0,360.0,720.0,300000000000.0,550000000000.0,750000000000.0,10000.0,15000.0,20000.0,180.0,600.0,1440.0,300000000000.0,800000000000.0,1000000000000.0,20000.0,30000.0,50000.0,43200.0,129600.0,172800.0,800000000.0,1200000000.0,1500000000.0,2000.0,10000.0,11000.0,6.0,30.0,60.0,10000000000.0,20000000000.0,35000000000.0,12000.0,15000.0,20000.0,7.8,18.0,60.0,15000000000.0,30000000000.0,40000000000.0,15000.0,20000.0,25000.0,180.0,432.0,900.0,1000000000000.0,1690000000000.0,2000000000000.0,20000.0,25000.0,35000.0
2023-03-14-17-08-17,Stefano,Palermo,StefanoPalermo@jourrapide.com,0.0001,5.0,10.0,70.0,95.0,99.99,55.0,70.0,95.0,5.0,20.0,30.0,5.0,10.0,20.0,50.0,65.0,95.0,5.0,15.0,40.0,0.0001,10.0,40.0,0.0001,5.0,30.0,0.0001,5.0,30.0,5.0,30.0,70.0,40.0,70.0,90.0,30.0,60.0,90.0,5.0,35.0,60.0,0.0001,5.0,20.0,20.0,50.0,90.0,10.0,20.0,70.0,5.0,15.0,50.0,0.0001,10.0,40.0,0.0001,5.0,25.0,11.9,120.0,600.0,5000000000.0,10000000000.0,100000000000.0,8000.0,12000.0,20000.0,30.0,600.0,900.0,50000000000.0,250000000000.0,500000000000.0,10000.0,20000.0,30000.0,144.0,1440.0,173000.0,100000000.0,1000000000.0,10000000000.0,6500.0,7000.0,16000.0,6.0,30.0,120.0,1000000000.0,10000000000.0,50000000000.0,6000.0,10000.0,15000.0,15.0,90.0,300.0,5000000000.0,45000000000.0,90000000000.0,7000.0,20000.0,25000.0,60.0,600.0,1200.0,50000000000.0,100000000000.0,800000000000.0,15000.0,25000.0,30000.0
2023-03-14-16-55-31,Vincenza,Romani,VincenzaRomani@jourrapide.com,1.0,5.0,20.0,80.0,95.0,99.0,10.0,40.0,90.0,10.0,40.0,90.0,5.0,20.0,40.0,10.0,30.0,80.0,15.0,45.0,70.0,3.0,15.0,40.0,1.0,5.0,15.0,1.0,5.0,15.0,1.0,2.0,5.0,70.0,80.0,95.0,5.0,50.0,95.0,5.0,50.0,95.0,5.0,50.0,95.0,20.0,40.0,70.0,25.0,50.0,75.0,10.0,30.0,40.0,2.0,10.0,20.0,5.0,20.0,40.0,30.0,120.0,1440.0,1000000000.0,100000000000.0,1000000000000.0,15000.0,20000.0,25000.0,30.0,120.0,1440.0,100000000000.0,1000000000000.0,10000000000000.0,25000.0,30000.0,40000.0,10100.0,86400.0,526000.0,10000.0,1000000.0,10000000.0,100.0,1000.0,2000.0,5.0,15.0,600.0,10000000.0,500000000.0,5000000000.0,2000.0,5000.0,8000.0,10.0,30.0,120.0,100000000.0,10000000000.0,100000000000.0,15000.0,20000.0,25000.0,10.0,30.0,120.0,10000000000.0,100000000000.0,1000000000000.0,25000.0,30000.0,40000.0
2023-03-14-16-42-26,Berardo,Folliero,BerardoFolliero@jourrapide.com,5.0,10.0,30.0,80.0,90.0,99.0,5.0,30.0,50.0,20.0,60.0,80.0,5.0,10.0,15.0,5.0,50.0,60.0,10.0,20.0,60.0,10.0,15.0,60.0,9.0,10.0,50.0,1.0,5.0,10.0,10.0,30.0,60.0,80.0,90.0,99.0,30.0,50.0,80.0,20.0,60.0,70.0,10.0,20.0,30.0,20.0,60.0,61.0,20.0,60.0,61.0,20.0,50.0,70.0,10.0,30.0,40.0,10.0,20.0,40.0,30.0,600.0,1200.0,2000000000.0,10000000000.0,90000000000.0,15000.0,24000.0,28000.0,30.0,1200.0,1800.0,20000000000.0,100000000000.0,900000000000.0,25000.0,28000.0,30000.0,10100.0,130000.0,1050000.0,1000000000.0,10000000000.0,40000000000.0,1000.0,3000.0,3500.0,6.0,30.0,60.0,10000000.0,100000000.0,400000000.0,8000.0,12000.0,15000.0,30.0,60.0,180.0,100000000.0,10000000000.0,60000000000.0,15000.0,20000.0,22000.0,60.0,240.0,480.0,10000000000.0,100000000000.0,800000000000.0,20000.0,25000.0,28000.0
2023-03-14-16-32-19,Ileana,Lucchese,IleanaLucchese@dayrep.com,1.0,15.0,25.0,40.0,85.0,95.0,20.0,35.0,65.0,35.0,55.0,80.0,1.0,10.0,40.0,30.0,65.0,90.0,10.0,20.0,50.0,5.0,10.0,50.0,0.1,3.0,30.0,0.1,2.0,30.0,10.0,30.0,60.0,30.0,70.0,90.0,10.0,40.0,60.0,40.0,80.0,90.0,1.0,10.0,40.0,50.0,80.0,95.0,50.0,80.0,95.0,40.0,70.0,90.0,10.0,30.0,50.0,1.0,10.0,30.0,20.0,360.0,600.0,50000000000.0,100000000000.0,800000000000.0,8000.0,15000.0,20000.0,30.0,600.0,1440.0,200000000000.0,1000000000000.0,8000000000000.0,15000.0,22000.0,30000.0,7200.0,86400.0,2160000.0,10000000.0,100000000.0,10000000000.0,1000.0,3000.0,5000.0,10.0,30.0,120.0,100000000.0,10000000000.0,50000000000.0,5000.0,10000.0,15000.0,20.0,60.0,180.0,1000000000.0,50000000000.0,100000000000.0,14000.0,18000.0,20000.0,9.0,30.0,120.0,10000000000.0,300000000000.0,1000000000000.0,18000.0,25000.0,30000.0
2023-03-14-16-23-14,Diamante,Fallaci,DiamanteFallaci@teleworm.us,1.0,5.0,30.0,70.0,95.0,99.0,5.0,20.0,50.0,2.0,10.0,30.0,30.0,70.0,90.0,20.0,50.0,80.0,5.0,20.0,50.0,2.0,10.0,30.0,1.0,5.0,20.0,5.0,15.0,50.0,0.001,0.1,1.0,80.0,95.0,99.0,5.0,50.0,95.0,5.0,50.0,95.0,5.0,50.0,95.0,50.0,70.0,95.0,20.0,50.0,80.0,3.0,20.0,40.0,1.0,5.0,20.0,5.0,30.0,60.0,30.0,120.0,720.0,10000000000.0,30000000000.0,50000000000.0,15000.0,20000.0,25000.0,20.0,60.0,360.0,100000000000.0,300000000000.0,800000000000.0,25000.0,30000.0,34000.0,1440.0,130000.0,1050000.0,10000.0,1000000.0,100000000.0,200.0,1000.0,3000.0,10.0,60.0,300.0,1000000.0,100000000.0,1000000000.0,2000.0,5000.0,10000.0,5.0,30.0,360.0,5000000000.0,10000000000.0,30000000000.0,15000.0,20000.0,25000.0,10.0,30.0,360.0,50000000000.0,100000000000.0,200000000000.0,25000.0,30000.0,34000.0
